Character Id	Name	Gender	Movie Id	# Words
u2441	SABU	?	m156	49
u2442	TYRONE	m	m156	379
u2443	ANNE	?	m157	101
u2444	BILLINGS	?	m157	170
u2445	CHARLOTTE	?	m157	55
u2446	CONTINENTAL SERGEANT	?	m157	10
u2447	CORNWALLIS	m	m157	326
u2448	GABRIEL	m	m157	664
u2449	LEE	?	m157	540
u2450	MAJOR HALBERT	?	m157	31
u2451	MARGARET	?	m157	19
u2452	MARION	M	m157	1369
u2453	NATHAN	?	m157	29
u2454	REV. OLIVER	?	m157	57
u2455	ROBINSON	?	m157	84
u2456	SUSAN	?	m157	22
u2457	TARLETON	?	m157	51
u2458	THOMAS	?	m157	26
u2459	WASHINGTON	?	m157	73
u2460	ELLIE	f	m158	451
u2461	JUD	m	m158	1286
u2462	LOUIS	m	m158	1099
u2463	PASCOW	?	m158	69
u2464	RACHEL	f	m158	388
u2465	ANAMARIA	?	m159	27
u2466	BARBOSSA	m	m159	685
u2467	ELIZABETH	f	m159	745
u2468	GIBBS	?	m159	316
u2469	GILLETTE	?	m159	99
u2470	JACK	m	m159	1911
u2471	MULLROY	?	m159	133
u2472	MURTOGG	?	m159	109
u2473	NORRINGTON	?	m159	443
u2474	PINTEL	?	m159	95
u2475	SWANN	?	m159	164
u2476	WILL	M	m159	577
u2477	ARGON	?	m160	1015
u2478	KID	?	m160	11
u2479	LITTERBUG	?	m160	65
u2480	NEBBLEMAN	?	m160	499
u2481	O'BRIEN	M	m160	1268
u2482	POPPY	?	m160	412
u2483	SIM	?	m160	259
u2484	SUSAN	F	m160	1616
u2485	ANNE	F	m161	1047
u2486	BINGY	?	m161	419
u2487	CONROY	m	m161	432
u2488	DAWSON	m	m161	86
u2489	GALLAGHER	f	m161	638
u2490	GRAYSON	m	m161	287
u2491	HANK	?	m161	48
u2492	MISS WILSON	?	m161	79
u2493	MRS. SCHUYLER	?	m161	320
u2494	SMYTHE	?	m161	280
u2495	STEW	m	m161	4905
u2496	BETTY	f	m162	382
u2497	BIFF	?	m162	259
u2498	BIG BOB	?	m162	11
u2499	BOB	m	m162	415
u2500	BOY	?	m162	41
u2501	DAN	?	m162	25
u2502	DAVID	m	m162	1719
u2503	DICK VAN DYKE	M	m162	778
u2504	GEORGE	m	m162	263
u2505	HOWARD	?	m162	37
u2506	JENNIFER	f	m162	952
u2507	MARGARET	f	m162	163
u2508	MARK	?	m162	17
u2509	MR. JOHNSON	?	m162	404
u2510	MR. SIMPSON	?	m162	14
u2511	BARRY	m	m163	3233
u2512	CHECK OUT GIRL	?	m163	20
u2513	CUSTOMER	?	m163	24
u2514	DAVID	m	m163	195
u2515	DEAN	?	m163	357
u2516	ELIZABETH	f	m163	696
u2517	KAREN	?	m163	99
u2518	KATHLEEN	f	m163	85
u2519	LANCE	m	m163	108
u2520	LATISHA	?	m163	110
u2521	LENA	f	m163	904
u2522	MANAGER	m	m163	89
u2523	OPERATOR	?	m163	44
u2524	OPERATOR GIRL	f	m163	185
u2525	OPERATOR VOICE	?	m163	23
u2526	SEXY VOICE	?	m163	518
u2527	VOICE	?	m163	55
u2528	WALTER	?	m163	44
u2529	ABBE DU MAUPAS	?	m164	46
u2530	CHARLOTTE	?	m164	46
u2531	CLEANTE	?	m164	74
u2532	COULMIER	m	m164	1303
u2533	DELBEN�	?	m164	129
u2534	HORSEMAN	?	m164	49
u2535	INGENUE	?	m164	77
u2536	LIBERTINE	?	m164	91
u2537	MADAME LECLERC	?	m164	57
u2538	MADELEINE	f	m164	650
u2539	MONSIEUR PROUIX	?	m164	26
u2540	NAPOLEON	?	m164	12
u2541	RENEE PELAGIE	f	m164	393
u2542	ROYER-COLLARD	m	m164	913
u2543	SIMONE	?	m164	58
u2544	THE MARQUIS	m	m164	1297
u2545	VALCOUR	?	m164	35
u2546	CAROLE LOMBARD	f	m165	168
u2547	HEARST	m	m165	589
u2548	JOSEPH COTTON	?	m165	86
u2549	LOUELLA	?	m165	250
u2550	MANK	m	m165	1108
u2551	MARION	f	m165	619
u2552	MAYER	?	m165	95
u2553	PAUL STEWART	?	m165	30
u2554	SCHAEFER	m	m165	699
u2555	SHOP OWNER	?	m165	76
u2556	TOLAND	?	m165	54
u2557	WELLES	m	m165	1775
u2558	1ST DEPUTY	?	m166	25
u2559	COMO	?	m166	354
u2560	EAGAN	?	m166	66
u2561	IRMA	?	m166	47
u2562	J.R.	?	m166	43
u2563	JAKE	m	m166	2372
u2564	JOEY	m	m166	1461
u2565	REPORTER	?	m166	78
u2566	SALVY	?	m166	177
u2567	TOMMY	?	m166	97
u2568	TONY	?	m166	60
u2569	VICKIE	f	m166	813
u2570	BABY SITTER	?	m167	28
u2571	BRYCE	?	m167	32
u2572	DOYLE	m	m167	796
u2573	GUNNISON	?	m167	208
u2574	JEFF	m	m167	3115
u2575	LISA	f	m167	1528
u2576	MRS. DOYLE	?	m167	29
u2577	POLICE	?	m167	6
u2578	STELLA	f	m167	736
u2579	THORWALD	?	m167	47
u2580	BUZZ	?	m168	108
u2581	CHIEF	?	m168	15
u2582	CRUNCH	?	m168	60
u2583	FATHER	m	m168	562
u2584	GENE	?	m168	81
u2585	JIM	m	m168	1785
u2586	JUDY	f	m168	724
u2587	JUDY'S FATHER	?	m168	89
u2588	MOOSE	?	m168	37
u2589	MOTHER	f	m168	233
u2590	NEGRO WOMAN	?	m168	37
u2591	OFFICER	?	m168	48
u2592	PLATO	m	m168	653
u2593	RAY	m	m168	447
u2594	SERGEANT	?	m168	51
u2595	ASHLEY	f	m169	1164
u2596	GABRIEL	m	m169	1143
u2597	JACK BANGS	?	m169	257
u2598	JUMPY	?	m169	44
u2599	MERLIN	?	m169	275
u2600	NICK	m	m169	652
u2601	OLD TIMER	?	m169	22
u2602	PUG	?	m169	94
u2603	RUDY	m	m169	2393
u2604	TEEN CLERK	?	m169	25
u2605	WAITRESS	?	m169	9
u2606	YOUNG GOVERNOR	?	m169	45
u2607	ZOOK	?	m169	28
u2608	COP	?	m170	46
u2609	EDDIE	m	m170	1048
u2610	FREDDY	m	m170	384
u2611	HOLDAWAY	m	m170	348
u2612	JOE	m	m170	810
u2613	MARVIN	?	m170	48
u2614	MR. BLONDE	?	m170	272
u2615	MR. BROWN	?	m170	152
u2616	MR. ORANGE	m	m170	349
u2617	MR. PINK	m	m170	2243
u2618	MR. WHITE	m	m170	1926
u2619	NICE GUY EDDIE	?	m170	151
u2620	VIC	?	m170	320
u2621	CLAY	m	m171	1419
u2622	CLAYTON	?	m171	50
u2623	ELAINE	?	m171	131
u2624	FOWLER	?	m171	117
u2625	GARDNER	?	m171	82
u2626	GRAHAM	?	m171	55
u2627	HELEN	f	m171	546
u2628	LEDNOV	?	m171	130
u2629	MARY	f	m171	1480
u2630	MCCALL	?	m171	51
u2631	MRS. WYATT	?	m171	38
u2632	STEVE	m	m171	1154
u2633	WYATT	?	m171	87
u2634	ALEX	?	m172	377
u2635	BRENDA	?	m172	227
u2636	BUDDY	m	m172	462
u2637	CINDY	f	m172	896
u2638	DWIGHT	m	m172	560
u2639	FATHER MCFEELY	?	m172	117
u2640	HANSON	?	m172	201
u2641	HARRIS	?	m172	26
u2642	MCFEELY	?	m172	27
u2643	MOTHER	?	m172	31
u2644	PROFESSOR	m	m172	644
u2645	RAY	?	m172	206
u2646	SHORTY	m	m172	231
u2647	THEO	?	m172	167
u2648	TOMMY	?	m172	58
u2649	BIRDIE	?	m173	71
u2650	CHIP	?	m173	325
u2651	DAD	m	m173	343
u2652	DET. BRADFORD	?	m173	42
u2653	DET. MOORE	?	m173	45
u2654	DOTTIE	f	m173	183
u2655	MARVIN	?	m173	28
u2656	MISTY	?	m173	230
u2657	MOM	f	m173	835
u2658	MR. NAZLEROD	?	m173	84
u2659	MR. STERNER	?	m173	14
u2660	MR. STUBBINS	?	m173	109
u2661	MRS. ACKERMAN	?	m173	115
u2662	MRS. JENSON	?	m173	29
u2663	MRS. STERNER	?	m173	25
u2664	SCOTTY	?	m173	31
u2665	VENDOR	?	m173	25
u2666	YOUNG MAN	?	m173	28
u2667	AUGUST	m	m174	295
u2668	BRUNS	?	m174	74
u2669	DR. JUDD	?	m174	153
u2670	FRANCES	f	m174	218
u2671	GREGORY	m	m174	886
u2672	JACQUELINE	?	m174	66
u2673	JASON	m	m174	1089
u2674	JUDD	m	m174	810
u2675	MARY	f	m174	1175
u2676	MIMI	?	m174	67
u2677	MISS GOTTSCHALK	?	m174	67
u2678	MISS SUMMERS	?	m174	52
u2679	MR. BRUNS	?	m174	100
u2680	MRS. CORTEZ	f	m174	306
u2681	MRS. LOWOOD	?	m174	119
u2682	MRS. REDI	?	m174	382
u2683	MRS. ROMARI	?	m174	188
u2684	NANCY	?	m174	14
u2685	RADEAU	?	m174	35
u2686	ROMARI	?	m174	46
u2687	ANN	f	m175	3408
u2688	CYNTHIA	f	m175	1671
u2689	CYTNHIA	?	m175	37
u2690	DOCTOR	M	m175	380
u2691	GRAHAM	m	m175	2585
u2692	JOHN	m	m175	1223
u2693	MR. MILLER	?	m175	16
u2694	SECRETARY	?	m175	15
u2695	VOICE ON PHONE	?	m175	39
u2696	BETTS	?	m176	140
u2697	BOY	?	m176	27
u2698	DETECTIVE	?	m176	92
u2699	FORSYTHE	?	m176	215
u2700	GIRL	?	m176	48
u2701	JANINE	?	m176	130
u2702	MR. SPERGAZZI	?	m176	87
u2703	PARKINS	?	m176	126
u2704	ROLLO	m	m176	768
u2705	ST. LUC	m	m176	623
u2706	SUPER	?	m176	46
u2707	TUDOR	?	m176	126
u2708	ANSALONG	?	m177	42
u2709	AUDIENCE	?	m177	6
u2710	BERT	?	m177	309
u2711	BETTY	f	m177	252
u2712	BRAD	?	m177	51
u2713	BRAD AND JANET	?	m177	22
u2714	DAD	?	m177	75
u2715	FARLEY	?	m177	109
u2716	JANET	?	m177	430
u2717	KIDS	?	m177	5
u2718	MAC	?	m177	351
u2719	MACY	?	m177	33
u2720	MOM	?	m177	204
u2721	NATION	?	m177	234
u2722	NEELY	?	m177	50
u2723	OLIVER	m	m177	190
u2724	OLIVER AND BETTY	?	m177	21
u2725	OSCAR	?	m177	6
u2726	PARKER	?	m177	45
u2727	RALPH	?	m177	125
u2728	RICKY	?	m177	17
u2729	TEACHER	?	m177	17
u2730	TRIO	?	m177	13
u2731	CAMMI	?	m178	81
u2732	CHRISTINE	?	m178	121
u2733	EVELYN	?	m178	143
u2734	GARY	?	m178	101
u2735	JACK	m	m178	3172
u2736	MAN	?	m178	36
u2737	MAYA	f	m178	723
u2738	MILES	m	m178	3710
u2739	PHYLLIS	?	m178	323
u2740	POURER	?	m178	27
u2741	STEPHANIE	?	m178	248
u2742	VICTORIA	f	m178	106
u2743	BO	?	m179	85
u2744	COLLEEN	?	m179	54
u2745	CREWCUT GUY	?	m179	111
u2746	GRAHAM	m	m179	699
u2747	MERRILL	m	m179	489
u2748	MORGAN	m	m179	397
u2749	OFFICER PASKI	f	m179	297
u2750	DAWSON	?	m180	45
u2751	EMMETT	m	m180	706
u2752	EZRA	?	m180	141
u2753	HANNAH	?	m180	311
u2754	HOBART	?	m180	37
u2755	J.T.	?	m180	47
u2756	JAKE	?	m180	225
u2757	KATE	?	m180	101
u2758	KELLY	?	m180	15
u2759	LANGSTON	?	m180	230
u2760	MAL	?	m180	444
u2761	MCKENDRICK	?	m180	52
u2762	PADEN	m	m180	894
u2763	PROPRIETOR	?	m180	43
u2764	RAE	?	m180	93
u2765	SHERIFF COBB	?	m180	463
u2766	STELLA	f	m180	284
u2767	DETECTIVE	?	m181	171
u2768	ELAINE	F	m181	1645
u2769	FAITH	?	m181	93
u2770	FRANK BRAND	?	m181	119
u2771	HAL	?	m181	198
u2772	HANK	?	m181	315
u2773	HARRY	?	m181	36
u2774	KENT	?	m181	19
u2775	LAINEY	?	m181	611
u2776	LAWYER	?	m181	48
u2777	MAX	?	m181	811
u2778	MILTON	?	m181	95
u2779	NICOLA	?	m181	146
u2780	PREMIERE REPORTER 2	?	m181	30
u2781	SECURITY GUARD	?	m181	24
u2782	SIMONE	?	m181	290
u2783	SIMONE / VIKTOR	?	m181	281
u2784	VIKTOR	M	m181	2798
u2785	ANNA	?	m182	111
u2786	COLE	m	m182	739
u2787	DARREN'S MOM	?	m182	12
u2788	LYNN	f	m182	230
u2789	MALCOLM	m	m182	697
u2790	MAN'S VOICE	?	m182	51
u2791	MR. CUNNINGHAM	?	m182	58
u2792	BILLY BOB	?	m183	154
u2793	CANDY	?	m183	54
u2794	CARL	?	m183	93
u2795	GENE	?	m183	58
u2796	IAN	?	m183	145
u2797	JEREMIAH	m	m183	292
u2798	KAREN	?	m183	73
u2799	KEITH	?	m183	370
u2800	MAC	m	m183	448
u2801	RAY	?	m183	60
u2802	ROD	?	m183	194
u2803	SUZIE	f	m183	537
u2804	BILL	m	m184	523
u2805	BRENDA	?	m184	76
u2806	BUTCHER	?	m184	25
u2807	GRANT	f	m184	310
u2808	JACK	?	m184	126
u2809	KYLIE	?	m184	58
u2810	MARGARET	?	m184	53
u2811	SHELBY	?	m184	50
u2812	STARLA	f	m184	544
u2813	TREVOR	?	m184	78
u2814	WALLY	?	m184	58
u2815	BANDIT	m	m185	1375
u2816	CLAYTON	?	m185	47
u2817	CLEDUS	m	m185	642
u2818	DICKEY	?	m185	77
u2819	HOT PANTS	?	m185	36
u2820	KATE	F	m185	823
u2821	KYLE	?	m185	182
u2822	OWNER	?	m185	38
u2823	VOICE	?	m185	81
u2824	VOICE ONE	?	m185	43
u2825	VOICE TWO	?	m185	43
u2826	WAITRESS	?	m185	15
u2827	ACOSTA	?	m186	113
u2828	CARRUTHERS	m	m186	281
u2829	CASINO EMPLOYEE	?	m186	112
u2830	DARWIN TREMOR	?	m186	56
u2831	DR. GILL	?	m186	160
u2832	DUPREE	?	m186	285
u2833	ELMORE	?	m186	249
u2834	HUGO	m	m186	93
u2835	ISRAEL	m	m186	589
u2836	LOCKE	m	m186	781
u2837	MECKLEN	?	m186	114
u2838	MESSNER	m	m186	609
u2839	PADICHE	m	m186	174
u2840	SECURITY SUPERVISOR	?	m186	127
u2841	SERNA	m	m186	343
u2842	SIR IVY	?	m186	249
u2843	SYKES	f	m186	536
u2844	WATTERS	f	m186	254
u2845	WYMAN	?	m186	149
u2846	GIBARIAN	?	m187	134
u2847	KELVIN	m	m187	1232
u2848	RHEYA	f	m187	1136
u2849	SARTORIUS	?	m187	348
u2850	SNOW	m	m187	935
u2851	CLAIRE	f	m188	942
u2852	ELLIE	f	m188	542
u2853	GARBER	?	m188	172
u2854	GIDDINGS	?	m188	17
u2855	KOONTZ	?	m188	54
u2856	MIKE	m	m188	1503
u2857	NEIL	?	m188	108
u2858	PRETTY YOUNG THING	?	m188	25
u2859	T.J.	?	m188	87
u2860	TOMMY	m	m188	139
u2861	VENZA	?	m188	67
u2862	WIN	?	m188	53
u2863	ADELE	?	m189	27
u2864	BEN	m	m189	168
u2865	FLASH	?	m189	66
u2866	HARRY	?	m189	169
u2867	HOGAN	?	m189	36
u2868	JAMESON	?	m189	208
u2869	LEIBER	?	m189	29
u2870	LETTERMAN	?	m189	67
u2871	LIZ	F	m189	543
u2872	MAROTTA	?	m189	135
u2873	MAY	f	m189	206
u2874	NURSE VOICE	?	m189	20
u2875	OCK	?	m189	189
u2876	PETER	m	m189	782
u2877	REISS	?	m189	104
u2878	ROZ	?	m189	541
u2879	SPIDER-MAN	m	m189	251
u2880	THORKEL	?	m189	144
u2881	BAGRADIAN	?	m190	281
u2882	BLONDIE	?	m190	7
u2883	COOKIE	?	m190	45
u2884	DUKE	m	m190	364
u2885	DUNBAR	?	m190	166
u2886	GENEVA MAN	?	m190	139
u2887	GERMAN LIEUTENANT	?	m190	49
u2888	HARRY	m	m190	672
u2889	HOFFY	m	m190	584
u2890	MARKO	?	m190	103
u2891	P.O.W.S	?	m190	3
u2892	PRICE	m	m190	467
u2893	SCHULTZ	?	m190	584
u2894	SEFTON	m	m190	1666
u2895	STOSH	M	m190	574
u2896	VON SCHERBACH	?	m190	450
u2897	B'ETOR	?	m191	54
u2898	CHEKOV	?	m191	26
u2899	DATA	m	m191	564
u2900	DEMORA	?	m191	53
u2901	GUINAN	f	m191	299
u2902	HARRIMAN	?	m191	133
u2903	KIRK	?	m191	412
u2904	LA FORGE	m	m191	167
u2905	LURSA	?	m191	19
u2906	PICARD	m	m191	848
u2907	RIKER	?	m191	353
u2908	SCOTTY	?	m191	129
u2909	SORAN	?	m191	368
u2910	TROI	?	m191	194
u2911	WORF	?	m191	170
u2912	1ST OFFICER	?	m192	27
u2913	CAPTAIN	?	m192	49
u2914	CHEKOV	m	m192	122
u2915	COMM OFFICER	?	m192	25
u2916	DAVID	m	m192	375
u2917	ESTEBAN	?	m192	236
u2918	KIRK	m	m192	1130
u2919	KRUGE	?	m192	422
u2920	LIEUTENANT	?	m192	104
u2921	MALTZ	?	m192	52
u2922	MORROW	?	m192	208
u2923	SAAVIK	f	m192	517
u2924	SAREK	m	m192	313
u2925	SCOTTY	?	m192	141
u2926	SPOCK	?	m192	29
u2927	STYLES	?	m192	31
u2928	SULU	m	m192	139
u2929	TORG	?	m192	79
u2930	UHURA	?	m192	105
u2931	WOMAN	?	m192	22
u2932	BONES	M	m193	469
u2933	CAROL	?	m193	412
u2934	CHEKOV	?	m193	303
u2935	DAVID	m	m193	365
u2936	JOACHIM	?	m193	99
u2937	KHAN	?	m193	660
u2938	KIRK	m	m193	2056
u2939	PRESTON	?	m193	36
u2940	SAAVIK	f	m193	386
u2941	SCOTTY	?	m193	77
u2942	SCOTTY'S VOICE	?	m193	35
u2943	SPOCK	m	m193	815
u2944	SPOCK'S VOICE	?	m193	48
u2945	SULU	?	m193	123
u2946	TERRELL	?	m193	122
u2947	UHURA	?	m193	68
u2948	UHURA'S VOICE	?	m193	31
u2949	AMANDA	?	m194	102
u2950	BOB	?	m194	106
u2951	BONES	m	m194	563
u2952	CAPTAIN	?	m194	18
u2953	CHEKOV	?	m194	170
u2954	COUNCIL PRESIDENT	?	m194	9
u2955	DOCTOR	?	m194	44
u2956	FBI AGENT	?	m194	56
u2957	GILLIAN	f	m194	1045
u2958	KIRK	m	m194	1955
u2959	KLINGON AMBASSADOR	?	m194	84
u2960	MORROW	?	m194	41
u2961	NICHOLS	?	m194	125
u2962	PILOT	?	m194	14
u2963	SAAVIK	?	m194	68
u2964	SAREK	?	m194	130
u2965	SCIENCE OFFICER	?	m194	32
u2966	SCOTTY	m	m194	424
u2967	SPOCK	m	m194	886
u2968	SULU	?	m194	187
u2969	THE BOY	?	m194	34
u2970	UHURA	?	m194	145
u2971	ANIJ	f	m195	445
u2972	ARTIM	m	m195	179
u2973	CRUSHER	?	m195	105
u2974	DATA	m	m195	387
u2975	DOUGHERTY	m	m195	651
u2976	GALLATIN	?	m195	165
u2977	LA FORGE	?	m195	283
u2978	NARA	?	m195	36
u2979	PERIM	?	m195	51
u2980	PICARD	m	m195	1681
u2981	PICARD'S COM VOICE	?	m195	13
u2982	RIKER	m	m195	368
u2983	RIKER'S COM VOICE	?	m195	22
u2984	RU'AFO	?	m195	476
u2985	SOJEF	?	m195	121
u2986	SON'A OFFICER #2	?	m195	31
u2987	TROI	f	m195	222
u2988	WORF	m	m195	216
u2989	WORF'S COM VOICE	?	m195	43
u2990	ADMIRAL HAYES	?	m196	76
u2991	BEVERLY	f	m196	297
u2992	BORG QUEEN	f	m196	212
u2993	DATA	m	m196	357
u2994	DOCTOR	?	m196	101
u2995	GEORDI	m	m196	412
u2996	GEORDI'S VOICE	?	m196	26
u2997	PICARD	m	m196	1166
u2998	PICARD'S VOICE	?	m196	52
u2999	RIKER	m	m196	288
u3000	RIKER'S COM VOICE	?	m196	21
u3001	RUBY	f	m196	335
u3002	SCRIMM	?	m196	171
u3003	TROI	?	m196	213
u3004	WOMAN'S VOICE	?	m196	49
u3005	WORF	m	m196	345
u3006	ADMIRAL DONALD	?	m197	25
u3007	BONES	m	m197	407
u3008	CHANG	m	m197	434
u3009	CHEKOV	?	m197	206
u3010	COMMUNICATIONS OFFICER	?	m197	28
u3011	GORKON	?	m197	73
u3012	KIRK	m	m197	1253
u3013	LT. SAAVIK	?	m197	296
u3014	MARTIA	?	m197	192
u3015	MARTIA'S VOICE	?	m197	36
u3016	OFFICER	?	m197	33
u3017	PRESIDENT	?	m197	46
u3018	SCIENCE OFFICER	?	m197	71
u3019	SCOTTY	m	m197	165
u3020	SPOCK	m	m197	1112
u3021	SULU	?	m197	194
u3022	UHURA	?	m197	182
u3023	B-9	?	m198	124
u3024	BEVERLY	f	m198	336
u3025	DATA	m	m198	923
u3026	DEANNA	f	m198	264
u3027	DONATRA	?	m198	51
u3028	GEORDI	m	m198	403
u3029	HEAD	?	m198	19
u3030	JANEWAY	?	m198	91
u3031	PICARD	m	m198	1949
u3032	REMAN OFFICER	?	m198	25
u3033	RIKER	m	m198	208
u3034	SHINZON	m	m198	1465
u3035	SURAN	?	m198	90
u3036	VICEROY	?	m198	137
u3037	WORF	?	m198	120
u3038	BENNY	?	m199	71
u3039	CLERK	?	m199	55
u3040	COOK	?	m199	126
u3041	DRIVER	?	m199	20
u3042	FOX	m	m199	433
u3043	JENNY	f	m199	1746
u3044	LYMAN	?	m199	205
u3045	MAJOR BELL	m	m199	285
u3046	MAN	?	m199	91
u3047	OFFICER	?	m199	43
u3048	SECURITY GUARD	?	m199	103
u3049	SHERMIN	m	m199	932
u3050	STAR MAN	M	m199	947
u3051	TEENAGER	?	m199	120
u3052	WOMAN	?	m199	71
u3053	BEEMER	?	m200	30
u3054	EDUARDO	?	m200	13
u3055	FAITH	f	m200	502
u3056	KEITH	?	m200	69
u3057	LENNY	m	m200	2968
u3058	MACE	f	m200	1175
u3059	MAX	m	m200	1260
u3060	STRICKLAND	?	m200	31
u3061	TICK	m	m200	289
u3062	TRAN	?	m200	281
u3063	ZANDER	?	m200	24
u3064	CANDY	?	m201	46
u3065	DAITZ	?	m201	302
u3066	DUNCAN	?	m201	33
u3067	DYLAN	m	m201	295
u3068	EAGLEFOOT	?	m201	119
u3069	FOREMAN	?	m201	31
u3070	HAROLD	?	m201	56
u3071	JANITA	?	m201	73
u3072	KOESSLER	M	m201	1061
u3073	KULOK	f	m201	912
u3074	LOW	?	m201	1120
u3075	MACKELWAY	m	m201	2765
u3076	MURMAN	?	m201	184
u3077	SALINAS	?	m201	437
u3078	ZERO	?	m201	154
u3079	ANSWERING MACHINE	?	m202	113
u3080	BLONDE	?	m202	75
u3081	BRUNETTE	f	m202	138
u3082	CHARLES	?	m202	119
u3083	CHRISTY	?	m202	109
u3084	DEALER	?	m202	62
u3085	LISA	?	m202	116
u3086	LORRAINE	f	m202	256
u3087	MICHELLE	?	m202	133
u3088	MIKE	m	m202	3217
u3089	NIKKI	?	m202	48
u3090	ROB	m	m202	781
u3091	SUE	m	m202	484
u3092	TRENT	m	m202	1895
u3093	WAITRESS	?	m202	50
u3094	BONASERA	?	m203	78
u3095	CARLO	?	m203	80
u3096	CLEMENZA	?	m203	260
u3097	CONNIE	?	m203	60
u3098	DON CORLEONE	m	m203	1023
u3099	DON TOMMASSINO	?	m203	153
u3100	FABRIZZIO	?	m203	112
u3101	FREDO	?	m203	73
u3102	HAGEN	m	m203	936
u3103	JOHNNY	?	m203	95
u3104	KAY	f	m203	377
u3105	MICHAEL	m	m203	1621
u3106	MOE	?	m203	181
u3107	NAZORINE	?	m203	48
u3108	NURSE	?	m203	63
u3109	PAULIE	?	m203	39
u3110	PRIEST	?	m203	40
u3111	SOLLOZZO	?	m203	337
u3112	SONNY	m	m203	904
u3113	TESSIO	?	m203	111
u3114	VITELLI	?	m203	46
u3115	VOICE	?	m203	42
u3116	WOLTZ	?	m203	217
u3117	DICKIE	m	m204	1418
u3118	FREDDIE	m	m204	271
u3119	HERBERT GREENLEAF	?	m204	378
u3120	JOAN	?	m204	50
u3121	MACCARRON	?	m204	123
u3122	MARGE	f	m204	924
u3123	MEREDITH	f	m204	463
u3124	PETER	m	m204	686
u3125	RIPLEY	m	m204	3086
u3126	ROVERINI	m	m204	314
u3127	VERRECCHIA	?	m204	114
u3128	ANDY	?	m205	322
u3129	BETSY	f	m205	962
u3130	CONCESSION GIRL	?	m205	35
u3131	DOUGH-BOY	M	m205	189
u3132	IRIS	f	m205	533
u3133	MAN IN BUSINESS SUIT	?	m205	90
u3134	PALANTINE	?	m205	76
u3135	PERSONNEL OFFICER	m	m205	113
u3136	SECRET SERVICE MAN	?	m205	44
u3137	SPORT	?	m205	91
u3138	TOM	m	m205	298
u3139	TRAVIS	m	m205	2153
u3140	WIZARD	m	m205	552
u3141	CARLA	?	m206	51
u3142	GOODSPEED	m	m206	299
u3143	MASON	m	m206	161
u3144	SANCHEZ	?	m206	45
u3145	ADELE	f	m207	992
u3146	CLYDE	m	m207	376
u3147	DOYLE	?	m207	156
u3148	ELDRIDGE	?	m207	166
u3149	FITTS	?	m207	185
u3150	HARRY	m	m207	617
u3151	JERRY	?	m207	85
u3152	LARDNER	?	m207	367
u3153	LEO	m	m207	647
u3154	LUKE	m	m207	788
u3155	MRS. TERWILLIGER	?	m207	87
u3156	OLD TIM	?	m207	155
u3157	PETE	m	m207	1397
u3158	SANDRA	?	m207	54
u3159	SAUNDERS	?	m207	52
u3160	STANTON	?	m207	104
u3161	SUPER	?	m207	59
u3162	ANNIE	f	m208	827
u3163	CATHY	?	m208	321
u3164	CLERK	f	m208	294
u3165	DEKE	?	m208	113
u3166	HARRY'S VOICE	?	m208	5
u3167	HELEN	?	m208	28
u3168	LYDIA	f	m208	899
u3169	MALONE	?	m208	202
u3170	MAN	?	m208	91
u3171	MELANIE	f	m208	2334
u3172	MITCH	m	m208	1941
u3173	MRS. BUNDY	?	m208	445
u3174	MRS. MACGRUDER	f	m208	197
u3175	SALESMAN	?	m208	120
u3176	SHOLES	?	m208	161
u3177	WOMAN	?	m208	38
u3178	FETTES	m	m209	918
u3179	GEORGINA	?	m209	96
u3180	GRAY	m	m209	1077
u3181	JOSEPH	?	m209	117
u3182	MACFARLANE	m	m209	1688
u3183	MEG	f	m209	461
u3184	MRS. MACBRIDE	?	m209	32
u3185	MRS. MARSH	?	m209	234
u3186	ALEX	m	m210	592
u3187	CAPTAIN	?	m210	384
u3188	DUTTON	?	m210	100
u3189	ERIN	f	m210	442
u3190	ERLICH	?	m210	45
u3191	MADDEN	?	m210	72
u3192	RANDALL	f	m210	131
u3193	TOMMY	?	m210	79
u3194	TOOMEY	?	m210	25
u3195	TRACY	?	m210	55
u3196	WALSH	?	m210	91
u3197	BARNHARDT	m	m211	427
u3198	BOBBY	?	m211	587
u3199	CAPTAIN	?	m211	67
u3200	HARLEY	M	m211	474
u3201	HELEN	f	m211	704
u3202	HILDA	?	m211	127
u3203	JEWELER	?	m211	41
u3204	KLAATU	m	m211	1702
u3205	LIEUTENANT	?	m211	146
u3206	MAJOR	?	m211	29
u3207	TOM	m	m211	358
u3208	ALAN	m	m212	172
u3209	DAVID	m	m212	117
u3210	EDGAR	?	m212	340
u3211	GRANDPA	?	m212	164
u3212	LADDIE	?	m212	120
u3213	LUCY	f	m212	700
u3214	MAX	m	m212	362
u3215	MICHAEL	m	m212	526
u3216	SAM	m	m212	987
u3217	STAR	f	m212	282
u3218	BENNINGS	?	m213	48
u3219	BLAIR	?	m213	431
u3220	CHILDS	m	m213	406
u3221	CLARK	?	m213	116
u3222	DR. COPPER	?	m213	159
u3223	FUCHS	?	m213	21
u3224	GARRY	?	m213	311
u3225	MACREADY	m	m213	961
u3226	NAULS	?	m213	219
u3227	NORRIS	?	m213	100
u3228	PALMER	m	m213	185
u3229	SANCHEZ	?	m213	77
u3230	ALEXANDER	m	m214	2272
u3231	DEAN FULTON	?	m214	293
u3232	EMMA	f	m214	201
